"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 16 10:15:37 GMT 2023","Mon Jan 16 10:15:43 GMT 2023","6008","UI mobile","UI mobile","tests.authorization.AuthorizationTest","tests.authorization.AuthorizationTest","loginByPhoneSuccess","Проверка успешной перехода к регистрации",""
